transaction_id,amount,transaction_type,time_of_day,customer_id,location,flagged_fraud
2520,7229.842507405302,debit,afternoon,182,in-store,no
2521,6928.398991055708,credit,morning,490,in-store,no
2522,1353.0069427871374,credit,morning,209,online,no
2523,3000.9619278330956,refund,morning,903,online,no
2524,3593.5680989159646,credit,afternoon,273,online,no
2525,8046.327704718255,refund,night,119,in-store,no
2526,2794.8111254213845,debit,afternoon,382,in-store,no
2527,2114.9425890333596,debit,afternoon,946,online,no
2528,9574.90571019058,credit,morning,536,in-store,no
2529,98.5442182835543,debit,afternoon,258,in-store,no
2530,9978.230348262961,debit,morning,483,in-store,no
2531,6771.444775585383,credit,afternoon,509,online,no
2532,8286.40830149668,debit,evening,92,online,no
2533,2953.2477694984696,credit,night,979,online,no
2534,153.0096238939292,refund,night,161,in-store,no
2535,7381.3164904296855,refund,morning,149,online,no
2536,8343.104524036751,refund,evening,117,online,no
2537,7407.356558215656,credit,night,458,online,no
2538,1437.0743701353776,credit,morning,565,in-store,no
2539,7536.744943347121,debit,afternoon,814,online,no
2540,7691.538593255334,debit,afternoon,45,online,no
2541,6588.819751543849,debit,evening,777,in-store,no
2542,7663.498168627906,debit,night,998,online,no
2543,8460.755182380544,debit,afternoon,774,in-store,no
2544,6139.90510123221,credit,morning,819,in-store,no
2545,895.1610925570939,credit,afternoon,234,online,no
2546,4881.401818575437,refund,afternoon,375,online,no
2547,785.7168533693346,refund,night,547,online,no
2548,4081.3548800139843,refund,night,850,in-store,no
2549,4076.99382636502,refund,morning,949,online,no
2550,669.4383429610134,credit,evening,915,online,no
2551,3494.7171343550986,credit,evening,197,online,no
2552,1118.8710069252352,credit,afternoon,25,in-store,no
2553,8084.269747992129,debit,morning,395,in-store,no
2554,9477.403379385063,debit,evening,714,in-store,no
2555,732.4415878268067,refund,evening,785,online,no
2556,9551.600920844097,debit,afternoon,36,online,no
2557,5230.540227374084,credit,morning,474,in-store,no
2558,3002.6611227592,refund,evening,223,online,no
2559,777.8521320088735,refund,night,864,online,no
2560,5011.236438023474,debit,night,789,in-store,no
2561,7947.21028946258,refund,afternoon,530,in-store,no
2562,7073.7939078943145,debit,afternoon,188,in-store,no
2563,511.7578545250979,debit,afternoon,402,online,no
2564,738.2893353253561,refund,afternoon,257,online,no
2565,4034.7040935000446,debit,evening,654,online,no
2566,2959.952035538953,debit,morning,136,in-store,no
2567,2331.5193873299177,debit,afternoon,962,in-store,no
2568,2817.234944098049,debit,afternoon,819,online,no
2569,8036.792605535878,refund,evening,591,in-store,no
2570,9292.98825578222,credit,afternoon,444,in-store,no
2571,4056.9759183303886,credit,afternoon,418,online,no
2572,9062.048911303646,debit,morning,292,in-store,no
2573,3221.742055466341,debit,night,574,online,no
2574,4769.605493574478,debit,afternoon,129,in-store,no
2575,2268.029688181837,credit,evening,341,online,no
2576,6408.355661336681,debit,morning,810,in-store,no
2577,9790.02134059634,refund,evening,257,online,no
2578,6038.896029473352,refund,morning,992,in-store,no
2579,3584.5627002943534,refund,morning,724,in-store,no
2580,6481.696285445379,credit,afternoon,566,in-store,no
2581,1237.9775778692217,debit,afternoon,687,in-store,no
2582,8887.704211851333,debit,afternoon,100,in-store,no
2583,5035.808668290565,debit,night,39,online,no
2584,4499.003922976024,credit,night,926,online,no
2585,5862.789236650657,credit,evening,263,online,no
2586,6251.590789266131,credit,afternoon,150,in-store,no
2587,727.0403042028652,credit,night,633,online,no
2588,6829.34604002179,refund,afternoon,690,in-store,no
2589,2426.8974863521407,credit,night,813,in-store,no
2590,7142.386798740832,credit,night,330,online,no
2591,8227.122595898125,credit,morning,120,online,no
2592,8041.545490449677,debit,afternoon,584,in-store,no
2593,5529.484664404812,debit,afternoon,219,in-store,no
2594,5206.497224184404,debit,night,906,online,no
2595,1437.3308537807231,refund,afternoon,910,online,no
2596,7755.708042527324,refund,night,814,in-store,no
2597,2721.3797106626766,credit,afternoon,123,in-store,no
2598,4971.987273951286,debit,morning,244,online,no
2599,2849.898188345892,refund,afternoon,886,in-store,no
2600,1346.9453463669345,debit,morning,587,in-store,no
2601,6299.281391948449,refund,evening,518,online,no
2602,552.7770278808092,refund,afternoon,21,online,no
2603,7488.965888920738,credit,afternoon,190,in-store,no
2604,3182.6920846585554,credit,afternoon,225,in-store,no
2605,11.345583114808347,refund,morning,915,online,no
2606,5116.180100979926,credit,afternoon,615,in-store,no
2607,478.0505661907552,refund,afternoon,856,online,no
2608,2768.933882630786,refund,night,466,in-store,no
2609,7072.695109682604,debit,evening,99,online,no
2610,636.2693200024399,credit,morning,830,in-store,no
2611,8394.991538636463,credit,night,363,in-store,no
2612,48.16102735924525,credit,morning,997,in-store,no
2613,2475.7704533270035,debit,night,83,online,no
2614,7411.631520959194,debit,evening,693,online,no
2615,3169.5387957957746,debit,night,664,online,no
2616,1027.904956779475,credit,morning,56,in-store,no
2617,3608.7368488162747,credit,afternoon,702,in-store,no
2618,2711.22893098141,credit,afternoon,930,online,no
2619,8428.691902583943,debit,evening,22,online,no
2620,3140.34569667558,debit,morning,580,in-store,no
2621,7891.435393042312,refund,morning,185,in-store,no
2622,8919.80272665924,debit,morning,522,in-store,no
2623,4343.83602156953,refund,evening,578,in-store,no
2624,9100.332007105377,credit,afternoon,264,online,no
2625,3779.4073590922967,debit,night,225,online,no
2626,9641.143380736181,credit,evening,635,in-store,no
2627,902.0023500104735,credit,night,38,in-store,no
2628,6873.322472367395,credit,afternoon,123,in-store,yes
2629,4943.202264164717,credit,evening,830,online,no
2630,3882.6115665019142,debit,afternoon,156,online,no
2631,6330.791668698523,credit,night,906,in-store,no
2632,7041.532345426968,refund,morning,301,in-store,no
2633,53.58906380658778,debit,morning,833,in-store,no
2634,1677.8613565845153,credit,night,994,in-store,no
2635,7133.330045836844,debit,morning,67,in-store,no
2636,6667.1902816462825,refund,night,905,in-store,no
2637,9660.814576235485,credit,evening,645,online,yes
2638,7612.767524605322,refund,evening,874,online,no
2639,9508.219350236068,credit,evening,394,online,no
2640,7028.379610332721,refund,morning,652,in-store,no
2641,2987.541564308037,credit,afternoon,594,in-store,no
2642,1062.5955732860562,debit,morning,570,in-store,no
2643,7820.420394815907,credit,morning,661,online,no
2644,6445.0507225444,debit,afternoon,405,in-store,no
2645,491.3782638090293,credit,afternoon,449,online,no
2646,3606.9041543507738,credit,afternoon,131,in-store,no
2647,9568.430156688019,refund,afternoon,69,in-store,no
2648,5009.00744564491,refund,morning,345,in-store,no
2649,4332.964068836849,refund,night,762,online,no
2650,4582.419055541347,credit,evening,320,online,no
2651,2096.7384128115855,credit,night,177,online,no
2652,3693.384636939304,credit,morning,584,in-store,no
2653,3704.4344273118945,debit,afternoon,529,online,yes
2654,533.0266516728493,debit,evening,841,in-store,no
2655,7678.000608894004,credit,evening,160,in-store,no
2656,4170.879274719751,refund,night,582,online,no
2657,8223.577069296069,refund,morning,625,online,no
2658,8504.976531187755,refund,morning,744,in-store,no
2659,2127.820606439594,credit,morning,533,in-store,no
2660,6576.961286879585,refund,evening,135,in-store,no
2661,4728.095223588187,credit,night,775,in-store,no
2662,8802.765811835636,debit,evening,111,online,yes
2663,2165.2493849727766,refund,evening,999,online,no
2664,6781.353871097342,debit,afternoon,758,online,no
2665,6081.443701304698,refund,night,283,in-store,no
2666,2960.0617609426095,credit,afternoon,520,in-store,no
2667,1374.6430274752145,credit,morning,969,in-store,no
2668,6519.881207167993,credit,evening,796,online,no
2669,7388.588606741983,credit,night,719,in-store,no
2670,3163.1171641958663,refund,morning,194,in-store,no
2671,6451.877714182915,debit,night,967,online,no
2672,3957.3577670389177,credit,evening,47,online,no
2673,7134.936763993351,refund,night,978,in-store,no
2674,2000.1605961915905,debit,morning,342,online,no
2675,8903.247876335381,credit,afternoon,242,in-store,no
2676,2881.2218686911415,debit,evening,522,online,no
2677,3684.1820176839674,credit,afternoon,370,in-store,no
2678,590.3386012826943,debit,evening,801,online,no
2679,1124.007001089551,debit,morning,903,online,no
2680,5163.460408096158,credit,evening,131,online,no
2681,2683.2508405124354,refund,afternoon,270,online,no
2682,8356.447455164522,debit,evening,940,in-store,no
2683,156.78695266298888,credit,morning,814,in-store,no
2684,3797.1495462326425,debit,evening,61,online,yes
2685,3380.082012223236,debit,afternoon,164,in-store,no
2686,203.08303286683434,refund,morning,525,online,no
2687,1252.4403060150971,debit,afternoon,272,online,no
2688,4142.290322437167,debit,evening,720,in-store,no
2689,4933.717198629992,credit,night,758,in-store,no
2690,4048.8545750761423,credit,afternoon,133,in-store,no
2691,5314.067407336817,refund,evening,244,in-store,no
2692,5955.365432307758,debit,night,985,in-store,no
2693,109.13897306707794,debit,night,806,in-store,no
2694,4646.310642940503,debit,morning,998,in-store,no
2695,9635.357416467008,refund,night,434,online,no
2696,5195.132478494192,debit,afternoon,38,in-store,no
2697,6778.647251914942,credit,afternoon,871,online,no
2698,3125.5199405896633,refund,night,568,in-store,no
2699,7742.173867746098,credit,evening,319,in-store,no
2700,7731.485603942389,credit,afternoon,510,online,no
2701,5217.747516064848,refund,afternoon,376,online,no
2702,9760.378094559344,credit,morning,560,online,no
2703,1264.2466454789073,debit,evening,617,online,no
2704,179.30717224691412,refund,night,474,in-store,no
2705,7703.880535453389,credit,evening,59,in-store,no
2706,8073.483818275176,debit,morning,589,online,no
2707,1210.8702189145567,debit,morning,940,online,no
2708,2663.172501256475,credit,evening,499,in-store,no
2709,185.3481100326228,debit,morning,218,in-store,no
2710,2940.1530216978413,refund,morning,895,online,no
2711,7733.687320447529,credit,morning,567,in-store,no
2712,5184.425671848664,debit,evening,567,in-store,no
2713,3487.474975751198,debit,morning,129,online,no
2714,3723.6755561142395,credit,night,904,online,no
2715,23.52272089752686,credit,night,383,online,no
2716,3005.0072703767064,credit,afternoon,388,online,no
2717,6468.122828962925,credit,night,85,in-store,no
2718,9742.202493725408,refund,afternoon,510,online,no
2719,8472.137661569155,credit,evening,726,in-store,no
2720,245.71369680883598,refund,morning,627,in-store,no
2721,8986.620440701645,refund,night,437,in-store,no
2722,7834.1521488532735,credit,afternoon,826,in-store,no
2723,7805.957474474094,refund,evening,293,online,no
2724,4585.377632445679,credit,afternoon,49,in-store,no
2725,3986.072876615483,credit,morning,67,online,no
2726,3036.1281310435943,debit,night,787,in-store,no
2727,666.2916409541141,credit,evening,129,online,no
2728,2290.071281302054,debit,afternoon,29,in-store,no
2729,2473.570313430466,refund,evening,343,in-store,no
2730,4845.929926404914,debit,afternoon,545,online,no
2731,7476.969621900973,refund,afternoon,119,online,no
2732,4743.3601856954865,credit,morning,692,online,no
2733,587.8660499771345,refund,morning,937,online,no
2734,9578.320111872157,refund,afternoon,663,in-store,no
2735,9427.815947750181,credit,night,133,in-store,no
2736,7854.0435360526,refund,evening,327,in-store,no
2737,9913.365736626563,credit,evening,185,in-store,yes
2738,5449.378504674627,debit,morning,506,in-store,no
2739,9628.055819029529,credit,night,646,online,no
2740,765.2943557613403,credit,afternoon,689,online,no
2741,3663.1506751310994,refund,morning,534,in-store,no
2742,2261.5588673875905,debit,afternoon,241,online,no
2743,1966.3725105013575,credit,afternoon,589,in-store,no
2744,1416.6214594378341,debit,morning,716,in-store,no
2745,6227.912279244307,debit,night,516,online,no
2746,7815.405338915578,refund,evening,840,in-store,no
2747,5787.201010209403,credit,morning,960,online,no
2748,1478.1574687862146,refund,night,165,in-store,no
2749,8113.126461635375,credit,afternoon,927,online,no
2750,6363.187524565647,debit,morning,933,in-store,no
2751,3887.7754042086854,credit,evening,640,in-store,no
2752,6744.561652405269,credit,evening,557,online,no
2753,2606.4507426359,debit,afternoon,218,in-store,no
2754,3458.470162857163,debit,morning,747,in-store,no
2755,9175.683572888582,credit,evening,648,online,no
2756,2912.1400116574896,refund,morning,680,online,no
2757,4705.182798897787,credit,evening,993,online,no
2758,8902.509962586186,debit,afternoon,749,in-store,no
2759,7080.136289172599,refund,afternoon,605,online,no
2760,631.4102293853805,debit,morning,5,online,no
2761,1481.5574123469137,debit,night,668,online,no
2762,88.33749181144901,refund,night,757,in-store,no
2763,6312.908684389342,debit,afternoon,872,online,no
2764,4482.257519850079,debit,evening,81,in-store,no
2765,1351.4057605137325,debit,night,247,in-store,no
2766,9579.761869357137,debit,afternoon,855,online,no
2767,5301.300642216743,debit,evening,493,in-store,no
2768,2426.514008187763,debit,evening,649,in-store,no
2769,5011.029675835528,debit,night,386,in-store,no
2770,6799.407124023727,debit,afternoon,575,in-store,no
2771,771.6297875559092,debit,evening,992,in-store,no
2772,2754.291112328441,credit,evening,307,online,no
2773,8071.585253931096,credit,morning,628,online,no
2774,4602.052055322586,debit,morning,625,online,no
2775,5470.305648902626,credit,night,543,in-store,no
2776,4333.831862072598,refund,morning,7,online,no
2777,448.56042700362116,credit,afternoon,926,in-store,no
2778,1665.8403004033578,debit,night,954,in-store,no
2779,4460.96097103149,debit,night,515,in-store,no
2780,2099.762799425199,credit,morning,819,in-store,no
2781,509.2904963101906,debit,evening,755,online,no
2782,8438.06014387772,refund,afternoon,568,in-store,no
2783,9812.113366349517,refund,afternoon,73,online,no
2784,7933.497311227427,debit,afternoon,10,online,no
2785,8539.311367829623,refund,night,573,in-store,no
2786,2427.3515318672835,refund,afternoon,562,online,no
2787,9606.663485376866,credit,evening,122,online,no
2788,1977.2877874897495,refund,evening,687,online,no
2789,9514.783805514704,credit,morning,986,in-store,no
2790,9948.24474671985,debit,afternoon,513,in-store,no
2791,7120.110829403027,credit,night,990,in-store,no
2792,9811.6258806003,debit,morning,441,online,no
2793,5699.702397875366,debit,evening,38,online,no
2794,2602.8224139291424,debit,afternoon,702,in-store,no
2795,4375.588897799553,debit,evening,591,in-store,no
2796,5939.6737444340715,debit,morning,345,online,no
2797,740.0848046498797,credit,evening,966,in-store,no
2798,6227.209213526288,debit,afternoon,338,in-store,no
2799,9811.966589255322,refund,afternoon,961,online,no
2800,1909.175421339439,refund,morning,702,online,no
2801,7928.025211720949,debit,afternoon,184,in-store,no
2802,9079.908949858398,refund,evening,67,in-store,no
2803,9437.578912274006,credit,evening,17,in-store,no
2804,9601.754688010418,credit,night,383,in-store,no
2805,5219.381790827505,debit,night,368,online,no
2806,9773.306000835122,debit,night,904,in-store,no
2807,7575.528969273044,debit,evening,316,in-store,no
2808,1625.0976480072493,refund,evening,497,online,no
2809,4774.23206361502,refund,morning,808,online,no
2810,7186.12844196632,credit,night,721,online,no
2811,2480.9297550326423,refund,evening,345,online,no
2812,6409.745683653385,credit,morning,958,online,no
2813,6669.338785675726,refund,evening,553,online,no
2814,1635.3704406475733,credit,morning,908,online,no
2815,5655.202271403035,debit,night,989,in-store,no
2816,7718.5528406762905,refund,night,473,in-store,no
2817,4993.9676887140595,credit,night,115,online,no
2818,130.91013659331318,refund,evening,100,in-store,no
2819,100.29430610212886,debit,evening,885,in-store,no
2820,3576.723146260422,credit,morning,438,online,no
2821,9262.678743633502,refund,afternoon,345,online,no
2822,2294.4810282400517,refund,afternoon,349,online,no
2823,6347.293251828155,debit,night,139,online,no
2824,2228.5379482262724,debit,afternoon,828,online,no
2825,3223.483196698891,credit,night,324,in-store,no
2826,8481.940475118825,refund,morning,846,in-store,no
2827,7291.325808276769,refund,afternoon,302,online,no
2828,963.0387803589742,debit,afternoon,294,online,no
2829,4292.733189654472,debit,night,957,in-store,no
2830,301.405938816192,credit,morning,529,in-store,no
2831,4814.09256456406,refund,afternoon,834,in-store,no
2832,6627.71577689367,refund,afternoon,968,online,yes
2833,1193.8412097455341,credit,afternoon,292,online,no
2834,2895.960539702565,credit,morning,74,in-store,no
2835,3984.387888766548,debit,morning,775,online,no
2836,9196.114936313938,debit,afternoon,484,in-store,no
2837,9932.61760407541,credit,night,16,online,no
2838,458.6638769662024,credit,night,526,online,no
2839,7612.469155718966,refund,afternoon,336,in-store,no
2840,3723.5234233594088,credit,morning,793,in-store,no
2841,3930.6572804325056,credit,afternoon,873,online,no
2842,7545.107083736757,refund,morning,516,in-store,no
2843,9185.080057132633,credit,afternoon,925,online,no
2844,9509.776659080459,debit,morning,127,in-store,no
2845,5775.454634522825,debit,evening,824,in-store,no
2846,3577.640381412023,refund,night,518,online,no
2847,7877.615367729205,credit,evening,129,online,no
2848,2517.5038187903797,debit,night,511,online,no
2849,5645.099548046843,debit,morning,423,in-store,no
2850,3592.198830633483,debit,evening,385,in-store,no
2851,6569.744426341682,debit,night,883,online,no
2852,2411.585139806134,credit,afternoon,232,in-store,no
2853,1924.0135278909095,credit,morning,959,online,no
2854,9183.208475887617,credit,morning,825,online,no
2855,1027.0187926658737,credit,afternoon,195,online,no
2856,5064.519498271968,debit,afternoon,65,online,no
2857,2216.319301800459,refund,night,833,online,no
2858,398.91033362341784,refund,morning,615,in-store,no
2859,369.82799473134963,debit,night,277,in-store,no
2860,1760.465503337215,debit,afternoon,670,online,no
2861,8669.035841514942,refund,morning,224,in-store,yes
2862,2831.9626523304964,refund,afternoon,801,online,no
2863,9505.087114047205,debit,night,944,in-store,no
2864,5820.406706962043,debit,night,278,in-store,no
2865,4371.775755789973,credit,night,990,online,no
2866,5805.087458347852,credit,morning,694,in-store,no
2867,5171.816868410415,refund,afternoon,366,online,no
2868,7590.174775035678,debit,afternoon,516,in-store,no
2869,2832.135699068794,refund,night,215,online,no
2870,3536.9734120870207,credit,night,439,online,no
2871,8942.002082307175,credit,night,428,online,no
2872,9465.10056637255,refund,night,729,online,no
2873,8926.65669258988,credit,evening,396,online,no
2874,4200.285459633563,debit,evening,209,online,no
2875,7805.851375038748,refund,evening,501,in-store,no
2876,4768.593975677977,debit,night,463,online,no
2877,4980.423122939561,debit,night,586,in-store,no
2878,2054.754289482267,credit,afternoon,227,online,no
2879,5915.39172955258,debit,morning,375,in-store,no
2880,1869.4976185559458,refund,afternoon,500,online,no
2881,3322.331343681266,debit,evening,948,online,no
2882,8551.751714183152,debit,afternoon,93,in-store,no
2883,2078.687334016444,debit,night,460,online,no
2884,720.8712688825938,debit,evening,577,online,no
2885,699.3858502020349,debit,evening,321,online,no
2886,9408.437359826048,credit,morning,10,online,no
2887,5074.135175238728,refund,morning,914,in-store,no
2888,4100.026597452013,credit,evening,303,online,no
2889,8110.6770242691055,refund,evening,322,in-store,no
2890,8359.901019826055,refund,afternoon,817,online,no
2891,3328.58842082489,refund,evening,456,online,no
2892,6939.244394163215,refund,night,278,online,no
2893,7713.516930360347,refund,afternoon,598,online,no
2894,6549.960361790885,debit,night,538,in-store,no
2895,1524.4347972529927,credit,night,730,online,no
2896,8760.0720043354,credit,night,393,online,no
2897,5395.554581832727,debit,evening,917,online,no
2898,2831.899539436337,refund,morning,95,in-store,no
2899,4258.029572522562,credit,morning,756,in-store,no
2900,385.3351930850847,debit,night,959,in-store,no
2901,1287.3893442119513,debit,evening,107,in-store,no
2902,7657.81203765345,credit,afternoon,390,online,no
2903,10.11623120610775,credit,night,760,online,no
2904,4171.492626538099,refund,afternoon,526,in-store,no
2905,5229.876709045028,refund,afternoon,673,online,no
2906,555.7978558097133,credit,evening,71,online,no
2907,9731.050848093606,refund,evening,664,in-store,no
2908,2268.992059184223,debit,morning,969,online,no
2909,3048.9452091664457,refund,morning,587,in-store,no
2910,3046.3856974277232,refund,evening,376,in-store,no
2911,2311.8624545523257,debit,night,727,in-store,no
2912,24.723482642251046,refund,morning,368,in-store,no
2913,7296.154492939084,debit,afternoon,51,in-store,no
2914,9668.786542994862,refund,night,898,in-store,no
2915,2250.6918980176,credit,afternoon,143,online,no
2916,6633.84144611619,refund,evening,419,online,no
2917,7421.5443063175635,credit,afternoon,548,online,no
2918,8485.769537114342,credit,night,500,in-store,no
2919,4232.065678165955,credit,evening,886,in-store,no
2920,3036.279747347888,credit,night,988,in-store,no
2921,3259.698388890081,credit,afternoon,167,online,no
2922,7129.087117654143,debit,night,748,online,no
2923,8169.626870391304,debit,evening,260,in-store,no
2924,1824.3235378884606,debit,afternoon,192,in-store,no
2925,3715.7006714960744,credit,afternoon,202,in-store,no
2926,9020.382565524009,refund,morning,774,in-store,no
2927,8068.868261750445,debit,morning,185,in-store,no
2928,9848.735443597134,refund,night,158,online,no
2929,7544.940114223987,refund,morning,758,in-store,no
2930,3938.0200582689436,credit,morning,622,in-store,no
2931,5910.471961606431,credit,morning,99,in-store,no
2932,6613.53239993073,credit,morning,241,in-store,no
2933,793.7736050080682,debit,evening,491,online,no
2934,5449.524621447612,credit,evening,202,in-store,no
2935,7096.11507644137,debit,morning,634,in-store,no
2936,1681.5398269705931,debit,night,509,in-store,no
2937,7808.510857081316,debit,evening,629,online,no
2938,5841.890077335976,debit,morning,96,in-store,no
2939,9522.69563911897,credit,evening,746,online,no
2940,433.79875908684807,debit,afternoon,490,in-store,no
2941,2660.608114179115,credit,evening,579,in-store,no
2942,6019.523254205243,credit,evening,888,in-store,no
2943,2972.6335229372476,debit,night,218,in-store,no
2944,7147.097399071709,credit,evening,527,in-store,no
2945,7592.46277239409,refund,night,273,in-store,no
2946,1034.1344810240798,credit,afternoon,219,in-store,no
2947,5143.40609742561,credit,morning,786,in-store,no
2948,5093.816650354648,debit,night,883,in-store,no
2949,3699.114894453255,debit,evening,659,online,no
2950,9329.919377071024,credit,evening,332,online,no
2951,8276.78813553348,debit,night,856,online,no
2952,6975.121725277271,refund,afternoon,453,online,no
2953,7146.123090992625,refund,morning,152,in-store,no
2954,4622.54427669306,debit,evening,347,in-store,no
2955,9210.735265754793,credit,afternoon,816,online,no
2956,6949.008318260321,refund,morning,414,online,no
2957,7292.520805941606,refund,morning,527,online,no
2958,8618.29212883558,credit,evening,431,online,no
2959,2747.975177528488,debit,night,379,in-store,no
2960,8072.638329628363,refund,evening,998,online,no
2961,1960.4536235353555,credit,evening,895,in-store,no
2962,3459.9661029264294,credit,evening,428,in-store,no
2963,3362.7484381557288,refund,afternoon,866,in-store,no
2964,9785.469429207515,debit,night,923,online,no
2965,8566.80686524179,refund,afternoon,84,online,no
2966,7014.686917286695,credit,evening,192,in-store,no
2967,7273.297048537747,refund,night,41,online,no
2968,5625.107216081685,debit,morning,864,online,no
2969,9471.435764414106,credit,night,836,in-store,no
2970,4967.624941294792,debit,evening,773,in-store,no
2971,3811.3719216002464,refund,night,309,online,no
2972,1638.7230159465942,refund,morning,378,in-store,no
2973,7864.194466087969,debit,morning,136,online,no
2974,7347.094881435159,refund,night,790,online,no
2975,3849.7068348561074,debit,morning,106,in-store,no
2976,261.6822054527013,refund,afternoon,519,in-store,no
2977,8391.583303902928,debit,night,918,online,no
2978,124.06565470619559,debit,morning,814,in-store,no
2979,7039.960798494219,credit,morning,542,online,no
2980,9702.868526163309,credit,night,126,in-store,no
2981,4382.236668200552,debit,afternoon,357,online,no
2982,2357.384315909568,refund,night,400,in-store,no
2983,7051.661390333384,refund,morning,79,online,no
2984,8173.110138735696,refund,night,389,online,no
2985,5468.838857617695,debit,morning,579,in-store,no
2986,9670.6823998089,debit,evening,535,online,no
2987,526.1705293630314,debit,night,701,online,no
2988,5052.908027062236,debit,night,74,online,no
2989,7187.354933752275,credit,morning,5,online,no
2990,8627.778306780297,debit,morning,919,online,no
2991,1800.7635629588226,refund,morning,463,in-store,no
2992,8002.034782819177,credit,morning,82,online,no
2993,5531.543686428267,refund,night,537,online,no
2994,3971.5712830797324,debit,morning,776,online,no
2995,1325.8331355051446,credit,night,991,in-store,no
2996,8654.304631500036,debit,afternoon,405,in-store,no
2997,1581.1593497153563,credit,night,514,online,no
2998,3104.780713498901,refund,morning,278,online,no
2999,2907.5548643047446,debit,morning,840,in-store,no
3000,8715.426201566634,debit,afternoon,855,in-store,no
3001,6730.302912146891,credit,night,224,online,no
3002,7968.847157941809,credit,afternoon,584,in-store,no
3003,2512.174308937065,debit,night,68,online,no
3004,6252.492255073919,credit,morning,320,online,no
3005,5721.742371606049,debit,night,606,online,no
3006,8329.975464114828,credit,morning,19,in-store,no
3007,9061.809734207793,refund,morning,640,online,no
3008,131.4461470590942,credit,evening,343,online,no
3009,6743.458991397339,refund,evening,594,in-store,no
3010,527.8396332060929,credit,night,766,online,no
3011,5493.098064122785,credit,morning,949,online,no
3012,2883.450963146345,debit,afternoon,733,online,no
3013,3074.6982292261905,credit,morning,343,in-store,no
3014,3536.055449489042,credit,afternoon,97,in-store,no
3015,6216.711566005605,refund,night,52,online,no
3016,3347.1591570310043,credit,night,175,in-store,no
3017,7329.663515396901,debit,afternoon,338,online,no
3018,4051.228581882958,refund,afternoon,694,online,no
3019,692.8484710964866,debit,morning,940,in-store,no
3020,7839.760826416231,debit,night,353,in-store,no
3021,2864.725662681133,debit,morning,391,online,no
3022,4333.341127196633,debit,afternoon,115,in-store,no
3023,6857.584393386796,refund,evening,348,in-store,no
3024,3331.237009915633,credit,evening,1,in-store,no
3025,575.290704905689,debit,evening,63,online,no
3026,3745.471259658008,refund,afternoon,760,online,no
3027,9445.041341116092,debit,morning,743,in-store,no
3028,6420.926629012596,credit,night,226,online,no
3029,6718.0766951853975,refund,afternoon,423,online,no
3030,6326.498714840022,refund,evening,19,in-store,no
3031,1997.9314682047736,credit,morning,31,online,no
3032,4189.155302381779,refund,night,845,in-store,no
3033,7511.888585649549,credit,night,633,online,no
3034,1022.7152465560599,refund,afternoon,24,online,no
3035,2785.7492331362255,refund,afternoon,837,in-store,no
3036,2770.4278935738776,credit,night,983,online,no
3037,4325.869086669115,credit,night,211,in-store,no
3038,9803.88372201243,refund,evening,961,online,no
3039,684.3504413713812,refund,night,161,online,no
3040,5191.822933862144,credit,afternoon,255,online,no
3041,1801.8531733019825,credit,morning,571,in-store,no
3042,9707.058688643343,refund,evening,114,online,no
3043,1141.9020122273673,refund,evening,504,online,no
3044,4041.9740135922966,refund,night,929,in-store,no
3045,7381.470998497716,credit,morning,672,in-store,no
3046,7048.498735994179,refund,evening,955,online,no
3047,4233.059082570383,debit,afternoon,220,in-store,no
3048,3471.776437847655,credit,night,357,in-store,no
3049,3982.147661743177,refund,afternoon,169,in-store,no
3050,2650.1198689548064,credit,night,524,in-store,no
3051,2061.27605768093,debit,evening,969,online,no
3052,4835.566578613311,credit,night,242,in-store,no
3053,2692.652223115397,refund,morning,375,online,no
3054,2881.7420323235287,debit,afternoon,139,online,no
3055,6570.993074110825,debit,morning,97,online,no
3056,9685.687943681924,refund,afternoon,147,in-store,no
3057,6040.335633588157,refund,afternoon,182,in-store,no
3058,779.0248759790131,refund,night,57,online,no
3059,765.0803024021291,credit,evening,42,online,no
3060,9514.717976247204,credit,evening,866,in-store,no
3061,2979.934995170263,credit,morning,711,in-store,no
3062,929.7491909639295,refund,night,543,online,no
3063,5994.455425632312,refund,evening,692,in-store,no
3064,6240.251295119759,credit,afternoon,2,in-store,no
3065,6488.563152985695,debit,afternoon,979,online,no
3066,2681.3462582968377,credit,night,934,in-store,no
3067,160.9557353026056,debit,morning,288,in-store,no
3068,9650.503540850174,refund,night,138,online,no
3069,2516.421526454114,refund,morning,617,in-store,no
3070,6763.502617644949,credit,night,512,online,no
3071,7069.232400088308,credit,afternoon,904,in-store,no
3072,6103.974096624062,refund,night,730,online,no
3073,3135.944868194346,credit,evening,222,in-store,no
3074,2718.251575103017,refund,evening,331,online,no
3075,5980.706144200004,refund,night,617,in-store,no
3076,8662.295379780799,debit,morning,404,in-store,no
3077,9467.869951944722,credit,morning,508,in-store,no
3078,1067.9989859935388,refund,afternoon,916,online,no
3079,1556.7378398512212,credit,afternoon,127,in-store,no
3080,9447.915225242965,debit,morning,265,online,no
3081,7367.986931064578,debit,night,712,in-store,no
3082,8831.108310049432,credit,afternoon,764,in-store,no
3083,2034.3000150120781,credit,morning,15,in-store,no
3084,5879.982852382925,refund,morning,226,in-store,no
3085,7014.384548230561,debit,night,984,in-store,no
3086,6804.317735615256,debit,evening,865,in-store,no
3087,4087.4353917583144,debit,morning,105,online,no
